Govt paid Ã¢Â‚Â¹186 cr more per jet in changed Rafale deal: Chidambaram,"Citing an investigative news report, Congress MP P Chidambaram said, ""The government has wronged the country in two ways."" ""Firstly, it has compromised national security by denying the Air Force 90 aircraft they desperately need. Secondly, it has purchased two squadrons that'll cost Ã¢Â‚Â¬25 million more per aircraft. At the 2016 exchange rate, Ã¢Â‚Â¬25 million meant Ã¢Â‚Â¹186 crore,"" he stated."
"Yeh public hai, sab janti hai: Smriti on Chidambaram's Rafale charges","After Congress MP P Chidambaram alleged that the government is paying Ã¢Â‚Â¹186 crore more per Rafale jet, Union Minister Smriti Irani said, ""Those who use [Rafale issue] for their own political ends, yeh public hai sab janti hai."" ""Supreme Court has issued its statement, Defence Minister has spoken on it (Rafale), the CAG has access to all files,"" she added."
"Tharoor uses reference of Ram Mandir, BJP HQ in '10 Year Challenge'","Taking a dig at BJP, Congress MP Shashi Tharoor shared a collage of before and after pictures of 'Ram Mandir' and BJP headquarters under the '10 Year Challenge'. The collage apparently shows that Ram Mandir has seen no development since 2009 while the BJP headquarters, which was a single-storey office in 2009, has become a multi-storey building in 2019."
"Difficult road ahead: Elon Musk fires over 3,000 Tesla staff","Tesla CEO Elon Musk on Friday e-mailed employees the company would cut its 45,000-strong workforce by around 7%. Musk wrote the firm faces a ""very difficult"" road ahead, making its electric cars, batteries and solar products cost-competitive with fossil fuels. Musk added Tesla's 4% profit in 2018 third quarter was ""small"" but the ""first meaningful profit in its 15-year history""."
Death penalty for man 12 yrs after rape-murder of mother-daughter,"Almost 12 years after a 55-year-old woman and her 22-year-old daughter were raped and murdered in front of each other in Kerala's Idukki, the second accused, Jomon Poruvelil has been awarded death penalty. Jomon was granted bail in 2007 after which he went absconding for five years. The main accused in the case, Rajendran, was awarded death sentence in 2012."
Wife burns husband alive after he denies sharing mobile passcode,A woman in the Indonesian province of West Nusa Tenggara burned her husband alive after he refused to give her the passcode to his mobile phone. The 26-year-old's refusal sparked an argument during which he hit her before she poured petrol on him and set him on fire. The man died at a hospital two days after the incident.
2 Russian fighter jets collide mid-air over Sea of Japan,"Two Russian Su-34 fighter jets collided mid-air over the Sea of Japan during a training flight on Friday, the Russian Defence Ministry said. It added that crew ejected from both the aircraft and one pilot has been located on an inflatable raft in the sea.  The incident occurred 35 kilometres from the coast."
"IndiGo, GoAir banned from flying A320neo aircraft to Port Blair","Aviation regulator DGCA has banned IndiGo and GoAir from operating Airbus A320neo aircraft fitted with Pratt & Whitney engines to Port Blair. The two airlines were forced to ground the aircraft on several occasions due to engine-related issues. The regulator said the airlines must train its crew to deal with and report any kind of odour, burning smell or smoke."
Hirani has cleanest image: Richa on sexual harassment row,"Reacting to the sexual harassment allegations against filmmaker Rajkumar Hirani, actress Richa Chadha said, ""He's one of the directors with the cleanest image."" ""I'm not defending him or the girl either. I have learnt it the hard way. A friend of mine was falsely accused,Ã¢Â€Â Richa added. She further said that in such cases people must take a ""legal route""."
I'm happy to bat at any number: MS Dhoni,"Following his Man of the Series-winning performance, Indian wicket-keeper MS Dhoni said that he is happy to bat at any position. ""The important thing is where the team needs me. I can't say I can't bat at No. 6 after playing 14 years,"" Dhoni said. ""[W]e wanted to take it deep and that was the plan,"" Dhoni revealed."
CSK laud Watson after he becomes oldest player to score BBL ton,"Indian Premier League side Chennai Super Kings congratulated Australian cricketer Shane Watson after he became the oldest player to hit a century in the Big Bash League. The 37-year-old, playing for Sydney Thunder, hit a 62-ball 100 against Brisbane Heat. However, the match ended in a no result as it was called off owing to floodlight failure."
Jofra Archer stopped from bowling after bowling second beamer,"Jofra Archer, who plays for Hobart Hurricanes in the Big Bash League, was stopped from bowling after he bowled two beamers above waist height while playing against Perth Scorchers on Friday. Archer was stopped from bowling after having bowled only ten deliveries in the match. Archer first bowled a slower ball full toss to Sam Whiteman in his first over."
Saina beats Okuhara to enter Malaysia Masters semifinals,"India's Saina Nehwal registered a straight-game win over former world champion Nozomi Okuhara of Japan to enter the women's singles semifinals of the $350,000 Malaysia Masters in Kuala Lumpur on Friday. The 28-year-old, who had won the title in 2017, will next face three-time world champion and Rio 2016 gold-winner Carolina Marin of Spain on Saturday."
FB staff leaving 5-star 'Portal' ratings on Amazon: Report,"New York Times columnist Kevin Roose took to Twitter to point out several five star reviewers' names on Amazon for Facebook's 'Portal' brand of smart displays matched with its own employees. The reviews were marked as Amazon Verified, suggesting the products were genuinely purchased. However, Roose further pointed out that leaving reviews for your employer's products is against Amazon's rules."
Louis Vuitton to launch wireless earphones for $995: Reports,"French luxury fashion house Louis Vuitton has reportedly set the price for its Horizon Earphones at $995. It has teamed up with New York City-based audio company 'Master & Dynamic' to create the earphones, which will come in four different colourway designs. Louis Vuitton also unveiled the second generation of Tambour Horizon smartwatch, expected to sell between $2,250 and $8,500."
"Tesla to recall 14,000 cars in China over faulty airbags","China's top market regulator has revealed Tesla will recall more than 14,000 Model S cars over faulty airbags made by Japan-based firm Takata. The move is part of an industry-wide recall of reportedly around 37 million vehicles containing the airbags. The defective airbags use a propellant that might rupture the airbag and cause serious injuries or even deaths. "
Man claims spotting leopard at service lane in Greater Noida,"A man claimed that he saw a leopard near a drain on a service lane in Uttar Pradesh's Greater Noida on Wednesday night. Immediately after spotting the animal, the man clicked its picture, which was circulated on WhatsApp. Meanwhile, forest department officials conducted a search on Thursday morning but did not find any wild animal, a police official said."
K'taka CM demands Bharat Ratna for 111-yr-old Shivakumara Swami,"Karnataka Chief Minister HD Kumaraswamy on Friday said the Central government should confer the Bharat Ratna on Siddaganga mutt's 111-year-old seer Shivakumara Swami. ""I had recommended Bharat Ratna for Swami in 2006 itself for his good work,"" Kumaraswamy said. ""If necessary, we will meet Prime Minister Narendra Modi to grant the award to Swami,"" he added."
